"BUSINESS_NAME","CASE_NUMBER","DBA","LOCATION","NEIGHBORHOOD_NAME","POLICE_DISTRICT_WHEN_LAST_UPDATED","STATUS_CODE","WARD"
"CROWN MART 16 INC","17-0985","","930 N KINGSHIGHWAY BLVD","Fountain Park","5","CLOSED","18"
"ARJ CORP","17-0986","SCARLETTS WINE BAR","4253  LACLEDE AV","Central West End","5","ACTIVE","17"
"TMOB CONCEPTS LLC","17-0987","","800 S 7TH ST","Downtown","4","CLOSED","7"
"TREHY MORSE NORMAN, LTD","17-0988","","1530 S 7TH ST","Kosciusko","3","CLOSED","7"
"STAGE LEFT DINER LLC","17-0989","","541 N GRAND BLVD","Covenant Blu / Grand Center","4","CLOSED","19"
"DAVIDS RESTAURANT INC","17-0990","PAPAGAYOS","5001  LINDENWOOD AV","North Hampton","2","CLOSED","10"
"GJC OPERATIONS LLC","17-0991","","5900  ARSENAL ST","Southwest Garden","2","ACTIVE","24"
"ADEPT EQUILTY LLC","17-0992","THURMANS IN SHAW","4069  SHENANDOAH AV","Shaw","2","OPEN","8"
"PALACIOS MEXICAN RESTAURANT LLC         ","17-0993","","4101 S GRAND BLVD","Dutchtown","1","ACTIVE","25"
"R & D RESTAURANT GROUP LLC              ","17-0994","","2730  MCNAIR AV","Benton Park","3","ACTIVE","9"
"MM&P CONCEPTS LLC                       ","17-0995","","4261  MANCHESTER AV","Forest Park Southeast","2","ACTIVE","17"
"BOMBER O'BRIEN'S LLC","17-0996","","4617  BECK AV","Tower Grove South","2","CLOSED","14"
"CASA BLANCA II CORPORATION","17-0997","","4042 N FLORISSANT AV","Hyde Park","4","CLOSED","3"
"MN AND MN LLC                           ","17-0998","","3139 S GRAND BLVD","Tower Grove South","2","ACTIVE","15"
"EVENT 2720 LLC","17-0999","","2720  CHEROKEE ST","Gravois Park","3","CLOSED","9"
"WALLIS PETROLEUM LC                     ","17-1000","","3225  HAMPTON AV","Lindenwood Park","2","ACTIVE","24"
"MIDTOWN MERCANTILE CO LLC               ","17-1001","","3906  LACLEDE AV","Central West End","5","ACTIVE","17"
"J-R MARKET INTERNATIONAL LLC","17-1002","","2020  OLIVE ST","Downtown West","4","CLOSED","6"
"DP RESTAURANT LLC                       ","17-1003","","3515 S KINGSHIGHWAY BLVD","North Hampton","2","ACTIVE","10"
"MCCAUSLAND RESTAURANT LLC               ","17-1004","","1033  MCCAUSLAND AV","Hi-Point","2","ACTIVE","24"
"INNKEEPER RESTAURANT SERVICES LLC       ","17-1005","","1511  WASHINGTON AV","Downtown West","4","ACTIVE","6"
"ST LOUIS REGIONAL PUBLIC MEDIA INC      ","17-1006","","3655  OLIVE ST","Covenant Blu / Grand Center","4","ACTIVE","19"
"HAMPTON HOCKEY LLC","17-1007","","2652  HAMPTON AV","Southwest Garden","2","CLOSED","10"
"DELMAR HALL BEVERAGE LLC","17-1008","DELMAR HALL","6133  DELMAR BLVD","West End","5","ACTIVE","28"
"DUDES LLC","17-1009","","6728 S BROADWAY","Carondelet","1","ACTIVE","11"
"ZARZIS LLC","17-1010","","3701 S JEFFERSON AV","Gravois Park","3","CLOSED","20"
"SEVEN ZERO EIGHT LLC","17-1011","","807 N 2ND ST","Downtown","4","CLOSED","7"
"ALL IN GOOD TASTE CATERING LLC","17-1012","","2901  SALENA ST","Benton Park","3","ACTIVE","9"
"SHAKRA 1 INC                            ","17-1013","","2099 S 7TH ST","Soulard","3","ACTIVE","7"
"2709 CHEROKEE LLC","17-1014","B-SIDE THE","2709  CHEROKEE ST","Benton Park West","3","ACTIVE","20"
"BEST PLACE LLC THE","17-1015","","5738  DR MARTIN LUTHER KING DR","Hamilton Heights","5","ACTIVE","22"
"JORDAN RIVER LLC                        ","17-1016","","6601  MICHIGAN AV","Carondelet","1","ACTIVE","11"
"EAT SANDWICHES LLC","17-1017","","3148  MORGAN FORD RD","Tower Grove South","2","CLOSED","10"
"CAFE & CO LLC","17-1018","EL MAGUEY MEXICAN RESTAURANT","3710 S KINGSHIGHWAY BLVD","Tower Grove South","2","ACTIVE","14"
"SEED SPROUT LLC                         ","17-1019","","3137  MORGAN FORD RD","Tower Grove South","2","ACTIVE","10"
"SISTA'S BISTRO, LLC","17-1020","","8901  RIVERVIEW DR","Baden","6","CLOSED","2"
"SHISHA LLC","17-1021","","4229-4235 MANCHESTER AVE","","2","OPEN",""
"CONTEMPORARY DINING & ENT CONCEPTS LLC","17-1022","","1913  WASHINGTON AV","Downtown West","4","CLOSED","6"
"URBAN CHESTNUT BREWING CO INC","17-1023","","4501  MANCHESTER AV","Forest Park Southeast","2","ACTIVE","17"
"PIECES STL LLC                          ","17-1024","","1531 S 8TH ST","Soulard","3","ACTIVE","7"
"DOCKET LLC THE","17-1025","CHRIS @ THE DOCKET","100 N TUCKER BLVD","Downtown","4","ACTIVE","7"
"SWIZZLE & SMASH LLC                     ","17-1026","","4321  MANCHESTER AV","Forest Park Southeast","2","ACTIVE","17"
"DELMAR STALLION LLC","17-1027","PALOMINO LOUNGE","5876  DELMAR BLVD","Skinker / DeBaliviere","5","CLOSED","26"
"MAK S PUB & GRUB LLC","17-1028","","6109  GRAVOIS AV","Princeton Heights","1","CLOSED","13"
"CRIDER BREWING LLC","17-1029","","1601  SUBLETTE AV","The Hill","2","ACTIVE","24"
"UNION QUICK SHOP LLC","17-1030","","2901  UNION BLVD","Wells / Goodfellow","5","ACTIVE","1"
"SINK HOLE LLC THE","17-1031","SINK HOLE THE","7423 S BROADWAY","Patch","1","ACTIVE","11"
"HH INVESTMENTS GROUP LLC","17-1032","","704  LAFAYETTE AV","Soulard","3","CLOSED","7"
"KAF LLC","17-1033","","3610  GRANDEL SQUARE","Covenant Blu / Grand Center","4","ACTIVE","19"
"KAF LLC","17-1034","","3224  LOCUST ST","Covenant Blu / Grand Center","4","ACTIVE","19"
"URBAN CHESTNUT BREWING CO INC","17-1035","","4401 - 65  MANCHESTER AV","Forest Park Southeast","2","ACTIVE","17"
"ZZA SKINKER LLC","17-1036","","282 N SKINKER BLVD","Skinker / DeBaliviere","5","CLOSED","28"
"SCHOEN & SCHMITZ LLC                    ","17-1037","","1923  PARK AV","Lafayette Square","3","ACTIVE","6"
"QUIKTRIP CORPORATION                    ","17-1038","","2166  HAMPTON AV","The Hill","2","ACTIVE","10"
"HURNS LOUNGE INC","17-1039","","3648  HEBERT ST","JeffVanderLou","4","OPEN","3"
"ROOSTER AND THE HEN LLC","17-1040","","4260  FOREST PARK AV","Central West End","5","OPEN","17"
"Gerhart Kaldi's LLC","3581","","808 CHESTNUT ST","","","CANCELLED",""
"GERHART KALDI'S LLC","17-1041","","808 CHESTNUT ST","Downtown","4","CANCELLED","7"
"OLD NORTH CONVENIENCE LLC","17-1042","","2800 N FLORISSANT AVE","Old North St. Louis","4","CANCELLED","5"
"ALPHABETA BREWERY LLC","17-1043","ALPHA BREWING CO","4324-4326 FYLER AVE","Tower Grove South","2","ACTIVE","10"
"PURPLE MARTIN LLC THE","17-1044","","2800-2802 SHENANDOAH AVE","Fox Park","3","CLOSED","7"
"FIDDLEHEAD FERN CAFE LLC","17-1045","","4066 RUSSELL BLVD","Shaw","2","ACTIVE","8"
"LAST CALL ON THE LANDING LLC","17-1046","","724 N 1ST ST","Downtown","4","CLOSED","7"
"C SCHULTE LLC","17-1047","LOU CS","5800 SOUTHWEST AVE","Southwest Garden","2","CANCELLED","10"
"KINGS DISCOUNT MARKET INC","17-1048","","6116 DR MARTIN LUTHER KING DR","Hamilton Heights","5","CLOSED","22"
"UNITED MART INC","17-1049","","4901 UNION BLVD","Mark Twain","6","CANCELLED","1"
"ALPHABETA BREWERY LLC","17-1050","ALPHA BREWING CO","4316 FYLER AVE","Tower Grove South","2","ACTIVE","10"
"KJS ON BROADWAY BAR & GRILL LLC","17-1051","","5300 N BROADWAY","Near North Riverfront","6","ACTIVE","2"
"CAFE PIAZZA LLC","17-1052","CAFE PIAZZA","1900 ARSENAL ST","Benton Park","3","ACTIVE","9"
"CAFE PIAZZA LLC","17-1053","","1900 ARSENAL ST","","3","CANCELLED",""
"","17-1054","","1200 MARKET ST","","4","CANCELLED",""
"KAF LLC","17-1055","","501 N GRAND BLVD","Covenant Blu / Grand Center","4","ACTIVE","19"
"7 ELEVEN SALES CORP","17-1056","7 ELEVEN STORE # 27472J","509 BATES ST","Carondelet","1","CLOSED","25"
"IMPROV SHOP LLC","17-1057","","3960 CHOUTEAU AVE","","2","ACTIVE",""
"SONESTA INTERNATIONAL HOTELS CORP","17-1058","","212 N KINGSHIGHWAY BLVD","Central West End","5","ACTIVE","28"
"ECONOMIC SHOP LLC","17-1059","ECONOMIC SHOP","2819 CHEROKEE ST","Benton Park West","3","ACTIVE","20"
"BIG BROTHER BIG SISTER OF EASTERN MISSOURI","17-1060","","501 N GRAND BLVD","Covenant Blu / Grand Center","4","ACTIVE","19"
"P & M FOODS LLC","17-1061","","3548 - 50 S BROADWAY ST","","3","ACTIVE",""
"SOULARD STABLE LLC","17-1062","","1026 GEYER AVE","","3","CLOSED",""
"CRAFT REPUBLIC LLC","17-1063","","1824 S 3RD STREET","Kosciusko","3","ACTIVE","7"
"FREEDOM RESTAURANT GROUP LLC","17-1064","","4266-70 MANCHESTER","","","ACTIVE",""
"GAMLIN 3 LLC","17-1065","","39 N EUCLID AVE","","5","CLOSED",""
"JK SMUGS LLC","17-1066","","2130 MACKLIND AVE","The Hill","2","ACTIVE","10"
"SWEET DIVINE LLC (THE)","17-1067","","1801 S 9TH ST","Soulard","3","ACTIVE","7"
"RED OAK CAFE LLC","17-1068","","1330 WASHINGTON","","","CANCELLED",""
"TIN ROOF ST LOUIS LLC","17-1069","","1000 CLARK AVE","Downtown","4","ACTIVE","7"
"ST JAMES PARISH","17-1070","","1360 TAMM AVE","Clayton / Tamm","2","ACTIVE","24"
"FAILONIS INC","17-1071","","6715 MANCHESTER AVE","Franz Park","2","ACTIVE","24"
"GERHART KALDIS LLC","17-1072","KALDIS COFFEE-CITY GARDEN","808 CHESTNUT ST","","4","ACTIVE",""
"BISTRO BANQUET & EVENT CENTER LLC","17-1073","","5207 GRAVOIS RD","","1","ACTIVE",""
"GERHARDT KALDI'S INC","17-1074","","808 CHESTNUT ST","Downtown","4","CANCELLED","7"
"SCOOTERS ON BROADWAY LLC","17-1075","","5827 S BROADWAY","Carondelet","1","CLOSED","11"
"F&B EATERY LLC","17-1076","F&BS EATERY","3453 HAMPTON AVE","Lindenwood Park","2","OPEN","23"
"SOULHARP LLC","17-1077","","1015 RUSSELL BLVD","Soulard","3","CLOSED","7"
"FIRECRACKER STL LLC","17-1078","FIRE CRACKER PIZZA","4130 MANCHESTER AVE","Forest Park Southeast","2","ACTIVE","17"
"NBOL LLC","17-1079","","710 N 2ND ST","Downtown","4","OPEN","7"
"09 PUB LLC THE","17-1080","09 PUB THE","5204 HAMPTON AVE","South Hampton","2","ACTIVE","16"
"DTKR LLC","17-1081","","521 S VANDEVENTER AVE","Forest Park Southeast","2","CLOSED","17"
"KB SPECIAL EVENTS LLC","17-1082","","32 MARYLAND PLAZA","Central West End","5","CLOSED","28"
"TMOB CONCEPTS LLC","17-1083","BIRDHOUSE THE","800 S 7TH ST","Downtown","4","CLOSED","7"
"FLIGHT & FIRE LLC","17-1084","","1928 S 12TH ST","Soulard","3","ACTIVE","7"
"CRISPY EDGE LLC","17-1085","CRISPY EDGE","4168 JUNIATA","Tower Grove South","2","RENEWAL","15"
"ENIS PIZZERIA LLC","17-1086","ENIS PIZZERIA","6203 GRAVOIS AVE","Princeton Heights","1","ACTIVE","13"
"JOSEPHINE BAKER ASSOCIATION LLC","17-1087","JOSEPHINE BAKER JAZZ BLUES CLUB BAR & GRILL","4571 POPE AVE","Penrose","6","CANCELLED","21"
"SKALA BAR LLC","17-1088","","5051 GRAVOIS AVE","Bevo Mill","1","ACTIVE","14"
"SALEEMS INC","17-1089","","4601 GRAVOIS AVE","Bevo Mill","1","CLOSED","14"
"GLIDE INVESTMENTS LLC","17-1090","BOMBER O BRIENS","4617 BECK AVE","Tower Grove South","2","ACTIVE","14"
"SOULARD ISLAND LLC","17-1091","","1013 ANN AVE","Soulard","3","OPEN","7"
"CRAFT BEER CELLAR OF SOUTH CITY LLC","17-1092","","5760 CHIPPEWA ST","South Hampton","2","ACTIVE","16"
"SEA GLASS LLC","17-1093","","4100 MANCHESTER AVE","Forest Park Southeast","2","CLOSED","17"
"CENTER ICE BREWING LLC","17-1094","","3126 OLIVE ST","Midtown","4","ACTIVE","6"
"R&R MINI MARKET INC","17-1095","R&R MINI MARKET INC","5026 N BROADWAY","Near North Riverfront","6","ACTIVE","2"
"DRIFTWOOD EATERY LLC","17-1096","","5511 - 13 PERSHING AVE","DeBaliviere Place","5","CLOSED","28"
"DESIREES BAR AND GRILL LLC","17-1097","ARTIST ART BANQUET THEATER","2643 CHEROKEE ST","Benton Park West","3","ACTIVE","9"
"VIVID CAFE LLC","17-1098","","6025 GRAVOIS AVE","Princeton Heights","1","ACTIVE","13"
"FOX SOMYING","17-1099","","2926 CHEROKEE ST","Gravois Park","3","CLOSED","20"
"APPLE NINE HOSPITALITY MANAGEMENTS INC","17-1100","","5650 OAKLAND AVE","Cheltenham","2","ACTIVE","17"
"FRANKLY ON CHEROKEE LLC","17-1101","FRANKLY SAUSAGES","2744 CHEROKEE ST","Gravois Park","3","CLOSED","20"
"RAIN DOGS LLC","17-1102","","2800 INDIANA AVE","Benton Park","3","ACTIVE","9"
"SUNSWEPT HOLDINGS LLC","17-1103","","7527 - 29 MICHIGAN AVE","Patch","1","CLOSED","11"
"CAJUN SPIRITS LLC","17-1104","VOODOO ST LOUIS","1229 WASHINGTON AVE","Downtown West","4","CLOSED","5"
"CROWN MART OF MO INC","17-1105","CROWN MART OF MO INC","4604 DR MARTIN LUTHER KING DR","Lewis Place","5","ACTIVE","4"
"DREAM & HOPE LLC","17-1106","","6100 DELMAR BLVD","Skinker / DeBaliviere","5","CLOSED","28"
"WELLSPENT BREWING CO LLC","17-1107","","2915 - 2919 OLIVE ST","","4","CLOSED",""
"WALDON WINES LLC","17-1108","","3150 MERCIER ST #543","","","CANCELLED",""
"SHAKE SHACK MISSOURI LLC","17-1109","","60 N EUCLID AVE","Central West End","5","ACTIVE","17"
"NATIONS BAR & GRILL LLC","17-1110","","6013 NATURAL BRIDGE AVE","Mark Twain / I-70 Industrial","6","ACTIVE","22"
"RIVER DES PERES YACHT CLUB THE","17-1111","RIVER DES PERES YACHT CLUB THE","7830 IVORY ST","Patch","1","CLOSED","11"
"EXTEND HOSPITALITY LLC","17-1112","GAME 6 HONKY TONK JOINT","756-58 S 4TH ST","Downtown","4","OPEN","7"
"GOOD FORTUNE FOODS LLC","17-1113","","1641 TOWER GROVE AVE UNIT D","Botanical Heights","2","CLOSED","17"
"WILD CARROT LLC","17-1114","WILD CARROT","3901 SHAW BLVD","","2","ACTIVE",""
"TAZE MEDITERRANEAN STREET FOOD ROTH CIRCLE CWE LLC","17-1115","","8 1/2 S EUCLID","Central West End","5","CLOSED","17"
"WAREHOUSE WEST RESTAURANT AND LOUNGE LLC","17-1116","","1397 HAMILTON","Hamilton Heights","5","ACTIVE","22"
"MCR ST LOUIS BEVERAGE MANAGEMENT LLC","17-1117","","400 OLIVE ST","Downtown","4","CLOSED","7"
"BREW HUB TAP GROUP LLC","17-1118","","5656 OAKLAND AVE","Cheltenham","2","ACTIVE","17"
"CAFE PIAZZA LLC","17-1119","","1900 ARSENAL ST","Benton Park","3","CANCELLED","9"
"1031 TAVERN LLC","17-1120","LYNCH STREET TAVERN","1031 LYNCH ST","Soulard","3","CLOSED","9"
"COVO UNIT 2 LLC","17-1121","","401 PINE ST","Downtown","4","ACTIVE","7"
"6335 CLAYTON LLC","17-1122","STONE TURTLE","6335 CLAYTON AVE","Clayton / Tamm","2","ACTIVE","24"
"ALEXANDER & ALEXANDER LLC","17-1123","IT'S A WRAP","5916 DELMAR BLVD","Skinker / DeBaliviere","5","ACTIVE","26"
"BABES TAVERN & GARDEN LLC","17-1124","","3215 IVANHOE AVE","Lindenwood Park","2","ACTIVE","23"
"MARISCOS LLC","17-1125","","4561 GRAVOIS","Bevo Mill","1","CLOSED","14"
"BAILEYS OLIVE WEST INC","17-1126","HUGOS PIZZERIA","3133 OLIVE ST","Midtown","4","CLOSED","19"
"BLKMF GROUP","17-1127","BISMARK","410 N TUCKER BLVD","Downtown","4","CANCELLED","7"
"BLOOD & SAND LLC","17-1128","BLOOD & SAND LLC","1500 ST CHARLES ST","Downtown West","4","ACTIVE","6"
"BMG SERVICE GROUP LLC","17-1129","BOULEVARD THE","2543 N GRAND BLVD","JeffVanderLou","4","CLOSED","5"
"LOMB INC","17-1130","CARMINE'S STEAK HOUSE","20 S 4TH ST","Downtown","4","CANCELLED","7"
"BOO CAT CATERING LLC","17-1131","DAS BEVO","4749 GRAVOIS AVE","Bevo Mill","1","ACTIVE","14"
"MORAN FOODS LLC","17-1132","SAVE A LOT","8960 RIVERVIEW BLVD","Baden","6","CANCELLED","2"
"MAGGIE OBRIENS LLC","17-1133","MAGGIE O'BRIEN'S RESTAURANT","2000 MARKET ST","Downtown West","4","ACTIVE","6"
"ROYAL RUBY SUSHI & THAI LLC","17-1134","","3043 OLIVE ST","Midtown","4","ACTIVE","19"
"VAHID ZULIC LLC","17-1135","","4571 GRAVOIS AVE","Bevo Mill","1","CANCELLED","14"
"CRUSHED VELVET LLC","17-1136","CRUSHED VELVET","1317 WASHINGTON AVE","Downtown West","4","CANCELLED","6"
"STEAK LOUIE LLC","17-1137","STEAK LOUIE","4001 UTAH ST","Tower Grove South","2","CANCELLED","15"
"BIG HEN BREW LLC","17-1138","","5510 PERSHING AVE","DeBaliviere Place","5","CLOSED","28"
"3 QUEEN PRODUCTION LLC","17-1139","HAMBURGER MARYS","400 WASHINGTON AVE","Downtown","4","CLOSED","7"
"MORAN FOODS LLC","17-1140","SAVE A LOT LTD STORE #422","4447 NATURAL BRIDGE AVE","Penrose","6","CANCELLED","21"
"MORAN FOODS LLC","17-1141","SAVE A LOT STORE LTD #404","3427 S JEFFERSON AVE","Gravois Park","3","CLOSED","9"
"MORAN FOODS LLC","17-1142","SAVE A LOT LTD STORE #424","1631 S JEFFERSON AVE","The Gate District","3","CLOSED","6"
"KRAJINA RESTAURANT & BAR LLC","17-1143","","5401 GRAVOIS AVE","Bevo Mill","1","ACTIVE","13"
"DOMAINE SAINT LOUIS LLC","17-1144","","3300 SAMUEL SHEPARD DR","Covenant Blu / Grand Center","4","ACTIVE","19"
"MORAN FOODS LLC","17-1145","SAVE A LOT LTD STORE #411","8960 RIVERVIEW BLVD","Baden","6","CANCELLED","2"
"MEXCLA INC","17-1146","MARISCOS EL GATO","2818 CHEROKEE ST","Gravois Park","3","CLOSED","20"
"AMU MARKET LLC","17-1147","","2921 N NEWSTEAD AVE","The Greater Ville","6","CANCELLED","4"
"MAHANAKHON LLC","17-1148","KIIN ESSENTIALLY THAI","550 N 7TH ST #119","Downtown","4","ACTIVE","7"
"HAMPTON SALT AND SMOKE LLC","17-1149","","5625 HAMPTON AVE","St. Louis Hills","2","ACTIVE","16"
"SHIH INVESTMENTS LLC","17-1150","POKEDOKE","8 S EUCLID AVE","Central West End","5","ACTIVE","17"
"RKP GROUP INC THE","17-1151","PEPPER LOUNGE THE","2005 LOCUST ST","Downtown West","4","ACTIVE","6"
"CHARLEVILLE VINEYARD LLC","17-1152","","2101B CHOUTEAU AVE","Downtown West","4","ACTIVE","6"
"STLS FAMILY II LLC","17-1153","PIZZA HEAD","3196 S GRAND BLVD","Tower Grove East","3","ACTIVE","8"
"YE ETHIOPIAN RESTAURANT AND BAR LLC","17-1154","","5916 DELMAR BLVD","Skinker / DeBaliviere","5","CLOSED","26"
"NADA 1 INC","17-1155","SALAMA MARKET","4956 ST LOUIS AVE","Kingsway East","5","ACTIVE","1"
"AMMAR ASSOCIATES LLC","17-1156","","3182 S GRAND BLVD","Tower Grove East","3","ACTIVE","8"
"APOTHEOSIS COMICS LLC","17-1157","","3206 S GRAND BLVD","Tower Grove East","3","ACTIVE","8"
"ONE WAY CAFE & BAR LLC","17-1158","","5912 HAMPTON AVE","Princeton Heights","1","ACTIVE","16"
"TEMPEST DISTILLING & SPIRITS CO LLC","17-1159","TEMPEST DISTILLING & SPIRITS CO","2926 LOCUST ST","Midtown","4","CANCELLED","19"
"TRUTH MUSIC LOUNGE LLC","17-1160","","4239 LINDELL BLVD","Central West End","5","ACTIVE","18"
"UNION BARBERSHOP LLC","17-1161","UNION BARBERSHOP","1264 GRAVOIS AVE","Soulard","3","CANCELLED","7"
"UP DOWN STL LLC","17-1162","UP DOWN STL","403 N EUCLID AVE","Central West End","5","ACTIVE","28"
"VP SQUARE LLC","17-1163","VP SQUARE","3611 JUNIATA ST","Tower Grove South","2","ACTIVE","15"
"BI STATE DEVELOPMENT AGENCY","17-1164","TOM SAWYER","50 S LEONOR K SULLIVAN BLVD","Downtown","4","ACTIVE","7"
"MORTONS OF CHICAGO/CLAYTON INC","17-1165","","999 N 2ND ST","Downtown","4","ACTIVE","7"
"BPV MARKET PLACE INVESTORS LLC","17-1166","FIELD OF DREAMS","601 CLARK AVE-FIELD OF DREAMS","Downtown","4","ACTIVE","7"
"JOSEPH MCMILLIAN LLC","17-1167","SPORTS ZONE","4600 GRAVOIS AVE","Bevo Mill","1","ACTIVE","14"
"CITY CIDER LLC","17-1168","BRICK RIVER CIDER","2000 WASHINGTON AVE","","","ACTIVE",""
"BARDHO LLC","17-1169","","6997 CHIPPEWA ST","Lindenwood Park","2","ACTIVE","16"
"LULU INVESTMENTS LLC","17-1170","LEVANT","386 N EUCLID AVE","Central West End","5","ACTIVE","28"
"PARLOR BOYZ LLC","17-1171","","4170 MANCHESTER AVE","Forest Park Southeast","2","ACTIVE","17"
"MR MEANORS INC","17-1172","","1924 PESTALOZZI ST","Benton Park","3","CLOSED","9"
"JUNIPER RESTAURANT LLC","17-1173","JUNIPER","4101 LACLEDE AVE","Central West End","5","ACTIVE","17"
"HAUNTED ORB LLC","17-1174","HAUNTED ORB","1921 S 9TH ST","Soulard","3","CLOSED","7"
"QDOBA RESTAURANT CORP","17-1175","","4049 LINDELL BLVD","Central West End","5","CLOSED","18"
"QDOBA RESTAURANT CORP","17-1176","QDOBA RESTAURANT","4049 LINDELL BLVD","Central West End","5","CANCELLED","18"
"ARAMARK EDUCATIONAL SERVICES LLC","17-1177","","3605 LACLEDE AVE","Midtown","4","CANCELLED","19"
"NATURAL BRIDGE SHELL INC","17-1178","","4331 NATURAL BRIDGE AVE","O'Fallon","6","ACTIVE","21"
"TRUTH BAR & GRILL LLC","17-1180","TRUTH BAR & GRILL","4247 S KINGSHIGHWAY BLVD","South Hampton","1","CLOSED","14"
"REPERTORY THEATRE OF ST LOUIS THE","17-1181","REPERTORY THEATRE OF ST LOUIS THE","","","","ACTIVE",""
"POLYNESIA STL LLC","17-1182","YELLOW BELLY","4659 LINDELL BLVD","","5","ACTIVE",""
"BETTER BAR ASSOCIATION LLC","17-1183","","2619 WASHINGTON AVE","Midtown","4","CANCELLED","6"
"MAS TEQUILA CANTINA LLC","17-1184","","708 N 2ND ST","Downtown","4","ACTIVE","7"
"BHAGAVATI INC","18-0001","J S PACKAGE LIQUOR","8901 RIVERVIEW DR","Baden","6","CANCELLED","2"
"BON APPETIT MANAGEMENT CO","18-0002","","6475 FORSYTH - OUTSIDE CITY","","","ACTIVE",""
"ORLANDO BANQUETS INC","18-0003","ORLANDO GARDENS BANQUET CENTER","OUTSIDE CITY LIMITS","","","ACTIVE",""
"NOBOLEIS VINEYARDS LLC","18-0004","","OUTSIDE CITY LIMITS","","","ACTIVE",""
"DR KING MARKET INC","18-0005","DR KING MARKET","6116 DR MARTIN LUTHER KING DR","Hamilton Heights","5","CLOSED","22"
"GRAND BALLROOM STL LLC","18-0006","","1014 LOCUST ST","Downtown","4","CLOSED","7"
"282 LLC","18-0007","","1315 N VANDEVENTER AVE","Vandeventer","5","CLOSED","19"
"DR KING MARKET INC","18-0008","","6116 DR MARTIN LUTHER KING DR","Hamilton Heights","5","CANCELLED","22"
"JUPITER CAFE LLC","18-0009","","500 N 14TH ST","Downtown West","4","CLOSED","6"
"WOOD HAT SPIRITS LLC","18-0013","","OUTSIDE CITY LIMITS","","","ACTIVE",""
"WESTWOOD GROCERY INC","18-0014","","190 SAPPINGTON ROAD","","","ACTIVE",""
"JJAW BUSINESS SOLUTIONS LLC","18-0015","","1500 MONROE ST","St. Louis Place","4","ACTIVE","5"
"SHAW AVE LLC","18-0016","","5257 SHAW AVE","The Hill","2","ACTIVE","10"
"AUGUSTA WINE COMPANY INC","18-0017","","OUTSIDE CITY LIMITS","","","ACTIVE",""
"G MAGGI CULINARY SERVICES LLC","18-0018","","3536 WASHINGTON AVE","Covenant Blu / Grand Center","4","CLOSED","19"
"AROMAS RESTAURANT AND SPORTS BAR GRILL LLC","18-0019","","2617 WASHINGTON BLVD","","4","CLOSED",""
"FOX ASSOCIATES LLC","18-0020","","541 N GRAND BLVD","Covenant Blu / Grand Center","4","ACTIVE","19"
"PAPAGAYOS BAR AND GRILL LLC","18-0021","","5001 LINDENWOOD AVE","North Hampton","2","CLOSED","10"
"LITTLE BAR STL LLC THE","18-0022","","6343 ALABAMA AVE","Carondelet","1","CANCELLED","11"
"MAHLER BALLROOM LLC","18-0023","","4915 WASHINGTON BLVD","","5","ACTIVE",""
"SUGARFIRE EVENTS LLC","18-0024","","6101 GOVERNMENT DR","Forest Park","2","ACTIVE","28"
"J & G RESTAURANT COMPANIES LC","18-0025","","OUTSIDE CITY LIMITS","","","ACTIVE",""
"NABALI LLC","18-0026","","8337 N BROADWAY","Baden","6","ACTIVE","2"
"W3 RESTAURANT GROUP LLC","18-0027","","OUTSIDE CITY LIMITS","","","ACTIVE",""
"SUGARFIRE EVENTS LLC","18-0028","","6101 GOVERNMENT DR - ANNEX","","","CANCELLED",""
"SPEEDY FOOD STORE INC","18-0029","","5604 GRAVOIS AVE","Bevo Mill","1","ACTIVE","13"
"LARRYS CORNER BAR AND GRILL LLC","18-0030","","5827 S BROADWAY","Carondelet","1","CLOSED","11"
"LUCKY LIQUOR LLC","18-0031","","1129 S BROADWAY","La Salle","3","ACTIVE","7"
"LEGENDS CUNNINGHAM BAR AND GRILL LLC","18-0032","","2613 MARCUS AVE","Kingsway East","5","OPEN","4"
"SEN THAI ASIAN BISTRO","18-0033","","1000 WASHINGTON AVE","Downtown","4","ACTIVE","7"
"SPEEDY FOOD STORE INC","18-0034","","5604 GRAVOIS AVE","Bevo Mill","1","CANCELLED","13"
"TWISTED ROOTS LLC","18-0035","","3690 FOREST PARK AVE","Midtown","4","ACTIVE","17"
"MO AXE THROWING LLC","18-0036","","720 N 1ST ST","Downtown","4","CLOSED","7"
"TAMARA INC","18-0037","","7000 MANCHESTER AVE","Ellendale","2","CANCELLED","24"
"","18-0038","TAMARA PHILLIPS","7000 MANCHESTER AVE","Ellendale","2","CANCELLED","24"
"ZZA CWE LLC","18-0039","","54 N EUCLID AVE","Central West End","5","CLOSED","17"
"CRUSHED VELVET LLC","18-0040","","1317 WASHINGTON AVE","Downtown West","4","CLOSED","6"
"CROWN MART 18 INC","18-0041","","4540 UNION BLVD","Mark Twain","6","ACTIVE","1"
"RL OIL LLC","18-0042","","1051 HAMPTON AVE","Clayton / Tamm","2","ACTIVE","24"
"SQUARE 1 PROJECT LLC","18-0043","","2655 ANN AVE","Fox Park","3","ACTIVE","7"
"9TH STREET DELI ON PARK AVENUE INC","18-0044","","2730 S 13TH ST","","3","ACTIVE",""
"OUR GANG PRODUCTIONS LLC","18-0045","","3723 S KINGSHIGHWAY BLVD","North Hampton","2","CLOSED","10"
